treat,hra_c_yr1,male,age50,age37_49,white,sickleave_0815_0716,sickleave_0816_0717,sickleave_0816_0119,sickdays_eligible_0815_0716,sickdays_eligible_0816_0717,sickdays_eligible_0816_0119,gym_0815_0716,gym_0816_0717,gym_0816_0119,promotion_0616_0717,promotion_0616_0119,titleChange_0616_0717,titleChange_0616_0119,salaryRaise_0616_0717,salaryRaise_0616_0119,salary_0616,terminated_0717,terminated_0119,prod_index_yr0,prod_index_yr1,prod_index_yr2
1,1,1,0,1,0,22,26.5,17.86429,365,365,899,0,0,0,1,1,,,,,,0,0,-1.999368,1.597692,.5658814
1,0,0,0,1,1,9.1875,12.3125,7.815629,365,365,899,0,0,0,0,1,,,,,,0,0,-.025613,1.227537,2.561921
0,,1,0,0,1,13,14.5,12.99221,365,365,899,108,83,92,1,1,,,,,,0,0,-2.231794,1.228698,-.0184613
1,0,0,0,1,1,5.875,8.1875,5.76022,365,365,899,0,0,0,1,1,,,,,,0,0,.1368052,,
1,1,1,1,0,1,2.34375,10.3125,10.46691,365,365,425,1,1,.4,0,,,,,,,0,1,.8706483,-1.375679,
1,0,0,0,0,1,7.96875,11.25,10.84799,365,365,899,0,0,0,0,0,,,,,,0,0,-.8004118,.1006608,.0157513
0,,1,0,1,1,9.84375,9.0625,6.052037,365,365,899,0,0,0,0,0,,,,,,0,0,-.9307741,-.5749928,-.7584901
1,0,0,0,1,1,8.5,11,7.91713,365,365,899,0,0,0,0,1,,,,,,0,0,-1.672451,-.9887812,.1525048
1,1,0,0,0,1,7.75,10.25,12.75368,365,365,899,0,0,0,0,0,,,,,,0,0,.7817913,.0810559,-.1454524
0,,0,0,1,1,3.5,0,1.21802,365,365,899,0,0,0,0,0,,,,,,0,0,-.2574276,1.457798,1.376305
1,1,1,0,0,1,6.25,4.75,8.373888,365,365,899,0,0,0,0,0,,,,,,0,0,1.297496,,
1,1,0,0,0,0,11.4375,10.875,11.20477,365,365,899,1,1,.8,1,1,,,,,,0,0,-.164868,3.329149,1.929925
1,1,0,1,0,1,0,0,0,365,365,899,0,0,0,,,,,,,,0,0,-.7828276,,
0,,1,0,1,0,0,0,0,365,14,14,0,0,0,,,,,,,,1,1,.4955589,,
0,,1,0,1,1,5.399813,10.06375,12.11372,267,365,899,0,0,0,0,0,,,,,,0,0,.1729489,1.251372,1.193816
1,0,0,1,0,1,15.25,15.25,15.83426,365,365,899,1,0,0,0,0,,,,,,0,0,.4457609,,
0,,1,0,1,1,9.325,11.25,12.099,365,365,899,0,0,0,0,0,,,,,,0,0,-.0918706,.0836338,.010296
1,1,0,0,0,0,1,2,1.015017,365,365,899,0,62,56,0,0,,,,,,0,0,.8692025,-.3280723,-.5653582
1,0,0,0,1,1,6.125,8.865521,8.865521,365,211,211,0,0,0,,,,,,,,1,1,-.0279563,,
0,,1,0,0,1,0,2,1.406551,104,365,519,0,0,0,0,,,,,,,0,1,-1.438612,-1.287222,
0,,1,0,1,1,10.4375,9,9.211276,365,365,899,0,0,0,0,0,,,,,,0,0,.3179628,,
1,0,1,0,1,1,9.625,9.625,12.12945,365,365,899,0,0,0,0,0,,,,,,0,0,-.0483003,.3341053,.2131831
1,0,0,1,0,1,.9375,3.75,3.425681,365,365,899,0,0,0,0,1,,,,,,0,0,.6870342,-.3724087,.8322341
0,,1,0,1,1,2.34375,9.375,4.783266,365,365,899,0,0,0,0,1,,,,,,0,0,-.1203048,.2823956,1.409857
1,0,0,1,0,1,9.25,12.225,13.77631,365,365,899,0,0,0,0,0,,,,,,0,0,.1327445,,
1,0,1,0,1,1,0,0,0,365,0,0,3,0,0,,,,,,,,1,1,2.080661,,
1,1,1,0,1,1,1,2,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,.0264868,-.1369584,-.3020568
1,0,1,0,0,1,9,10,15.22525,365,365,899,0,0,0,0,0,,,,,,0,0,-.8724845,,
0,,0,0,1,1,11.25,11.59125,11.83662,365,365,899,0,0,0,0,1,,,,,,0,0,-1.08803,-.5825484,.5769854
0,,0,0,1,1,6.9875,8.4,8.358663,365,365,899,0,0,0,0,0,,,,,,0,0,-1.451895,-1.297047,-1.670858
0,,1,0,0,1,13.175,13.15,15.4181,365,365,899,0,0,0,0,0,,,,,,0,0,-.2675919,,
0,,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.6341841,-.1196231,-.3334036
1,1,1,0,1,0,1.5,30.5,14.81924,365,365,899,0,0,0,0,0,,,,,,0,0,1.660495,-.4869593,-.5506089
0,,0,1,0,1,8.5,15,11.36819,365,365,899,0,0,0,0,0,,,,,,0,0,.1018888,-.864153,-1.113871
1,1,0,0,1,1,0,4,3.65406,365,365,899,0,0,0,0,1,,,,,,0,0,-1.394217,-1.913354,-2.337091
1,1,1,1,0,1,21.0625,24.6125,14.82939,365,365,899,0,0,0,0,0,,,,,,0,0,-1.244392,-.5994827,-.8090163
0,,0,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.795094,-.4604452,-.4545164
0,,0,0,1,1,2,1.5,2.233037,365,365,899,0,0,0,0,0,,,,,,0,0,1.413367,1.444697,1.373723
1,0,1,1,0,1,0,0,2.030033,365,365,899,0,0,0,0,0,,,,,,0,0,1.560836,-1.555278,-1.883091
1,0,1,0,0,1,9,13.125,12.81459,365,365,899,0,0,0,0,0,,,,,,0,0,.8558428,.4046688,.259333
0,,1,0,0,0,4,0,0,365,365,744,0,0,0,0,,,,,,,0,1,1.175409,-.717178,
1,1,0,0,0,1,17.5,29.5,17.86429,365,365,899,3,1,.4,1,1,,,,,,0,0,-2.353485,1.577793,.7069113
1,0,0,0,1,1,0,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,-1.045855,,
0,,0,0,1,0,5.625,12.375,9.338154,365,365,899,0,0,0,1,1,,,,,,0,0,.9374542,3.479617,2.682353
1,1,0,1,0,1,26.75,8.2,5.019258,365,365,899,0,0,0,0,0,,,,,,0,0,-3.850782,-2.096515,-2.439611
1,1,0,1,0,0,19.7725,10.625,11.14742,365,365,899,1,1,.4,0,1,,,,,,0,0,.1312305,,
1,0,0,1,0,1,6,18,30.8323,365,365,805,0,0,0,0,,,,,,,0,1,.2893384,-.9916003,
1,1,1,0,1,1,3,10,5.684093,365,365,899,0,0,0,0,1,,,,,,0,0,.9951048,.3368644,1.377586
0,,0,0,1,1,8.4375,8.90625,9.706097,365,365,899,0,0,0,0,0,,,,,,0,0,1.063002,,
1,1,1,0,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,-.3264059,-.2323086,-.5697438
1,0,0,1,0,1,18.625,15.75,10.17554,365,365,899,0,0,.4,0,0,,,,,,0,0,-.3629349,.7006823,.7670592
1,1,0,1,0,1,5.9625,23.425,15.69216,365,365,899,0,0,0,0,0,,,,,,0,0,-2.48408,,
1,1,1,1,0,0,13.6125,12.3625,16.96093,365,365,899,0,0,0,0,0,,,,,,0,0,-.2935711,,
1,1,0,1,0,1,4.6875,3.75,14.41324,365,365,899,0,0,0,0,0,,,,,,0,0,-.5905684,.1305528,-.0743038
1,1,1,0,0,0,15.71375,14.9375,12.15483,365,365,899,0,2,.8,0,0,,,,,,0,0,-2.285024,.1241182,-.0658993
0,,1,1,0,1,.4375,.625,1.471774,365,365,899,0,0,0,0,,,,,,,0,0,.4358788,.8326274,
0,,0,0,0,1,4.125,9.475,11.46969,365,365,899,0,0,0,0,0,,,,,,0,0,-.6285532,.3354333,.2412912
1,1,0,1,0,1,14.5,0,0,365,365,379,0,0,0,,,,,,,,1,1,-1.1449,,
1,0,0,1,0,1,.4375,2.1875,1.344897,365,365,899,0,0,0,0,0,,,,,,0,0,.3890768,,
1,0,0,1,0,0,2.8125,0,2.093472,365,365,899,0,0,0,0,0,,,,,,0,0,1.342009,,
1,0,1,1,0,1,10,16.5,12.78921,365,365,899,0,0,0,0,0,,,,,,0,0,-.6013672,-2.571558,-3.050987
1,1,1,0,0,1,7.5,3.5,1.82703,365,365,899,98,87,96,0,0,,,,,,0,0,.7245491,1.427258,1.377646
1,1,1,0,1,1,3,3,2.43604,365,365,899,0,0,0,1,1,,,,,,0,0,1.303609,3.111062,2.067997
1,0,1,0,1,1,10.5,11.125,11.08906,365,365,899,0,0,0,0,0,,,,,,0,0,-1.78381,-1.612198,-1.927839
0,,0,0,1,1,10.78125,8.4375,10.08673,365,365,899,0,0,0,0,1,,,,,,0,0,.0034589,-1.7926,-.9419588
0,,0,0,1,1,13.5,22,15.63126,365,365,899,0,0,0,0,0,,,,,,0,0,1.001385,,
1,0,0,0,1,0,4,8.5,5.075083,365,365,899,0,0,0,0,0,,,,,,0,0,-1.077495,.6686952,.5782549
1,1,0,1,0,1,9.6875,9.5625,6.343854,365,365,899,0,0,0,1,1,,,,,,0,0,-.2295631,3.423602,2.637875
0,,0,0,0,1,0,2,1.624027,186,365,899,0,0,0,1,1,,,,,,0,0,.2841806,,
0,,0,0,1,1,1.875,8.90625,4.377259,365,365,899,0,0,0,0,0,,,,,,0,0,.5453053,-2.386952,-2.925118
1,0,1,0,1,1,8.6875,10.2875,14.22038,365,365,899,0,0,0,0,1,,,,,,0,0,-.4073666,,
1,1,1,0,0,1,6.6875,7.1875,8.500765,365,365,899,0,0,0,0,0,,,,,,0,0,.0259877,-2.406397,-2.922508
0,,0,1,0,1,9.4,4.90625,7.90698,365,365,899,0,0,0,0,1,,,,,,0,0,-1.524507,-.5455375,.4551428
1,0,1,0,0,1,1,0,0,365,365,417,94,16,6.4,0,,,,,,,0,1,1.288536,.1598745,
0,,0,0,1,1,.5,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.206521,.8554509,.8360196
0,,1,0,1,1,3,3.0375,1.664627,365,365,899,0,0,53.6,1,1,,,,,,0,0,1.090371,3.235453,2.297689
1,1,1,0,1,1,3.5,11,7.30812,365,365,899,0,0,0,0,0,,,,,,0,0,.6965659,-.9374752,-1.176335
1,1,1,1,0,1,10.25,10.125,11.82494,365,365,899,0,0,0,0,0,,,,,,0,0,1.098288,.2096182,.0868247
1,0,1,0,0,1,3.5,0,0,365,361,361,0,0,0,,,,,,,,1,1,-2.234184,,
1,0,1,0,1,1,9.175,36.5,20.90934,365,365,899,0,0,0,0,0,,,,,,0,0,1.565111,,
1,1,1,0,1,1,2,13.5,12.3832,365,365,899,0,0,0,0,0,,,,,,0,0,.6406318,.2270877,-.0168934
1,0,1,0,0,0,0,0,0,365,365,899,67,18,28,1,,,,,,,0,0,2.25022,,
1,1,1,1,0,1,1,2.5,1.015017,365,365,899,39,22,29.2,0,0,,,,,,0,0,2.012544,.7497855,.7875152
0,,1,0,0,1,8.933566,19,13.39822,286,365,899,0,0,0,0,1,,,,,,0,0,.3088987,.6896545,2.028223
1,0,1,1,0,1,14.5125,29.88903,29.88903,365,49,49,0,0,0,,,,,,,,1,1,-3.051074,,
1,0,0,0,1,1,8.90625,12.84375,12.44664,365,365,899,0,0,0,0,0,,,,,,0,0,-.8234074,,
1,1,0,0,0,1,7.5,2,11.57119,365,365,899,0,0,0,0,0,,,,,,0,0,-.619134,.5618654,.1542203
1,0,0,0,0,1,12.3375,13.50625,12.95009,365,365,899,0,0,0,0,0,,,,,,0,0,-.3710825,-.9690813,-1.193709
0,,1,0,0,1,0,3,1.21802,243,365,899,0,0,0,0,0,,,,,,0,0,1.537547,1.475282,1.403843
0,,0,0,0,1,32,7,7.30812,365,365,899,0,0,0,0,1,,,,,,0,0,-1.245023,.8955961,2.299441
0,,1,1,0,1,15,10.51125,11.12458,365,365,899,0,0,0,0,,,,,,,0,0,-2.169741,-3.42691,
1,0,0,0,1,1,0,1,1.624027,365,365,899,1,0,.4,0,0,,,,,,0,0,1.932455,.4498047,.3426757
0,,1,0,0,1,0,0,0,365,333,333,0,0,0,,,,,,,,1,1,1.065711,,
1,1,0,0,0,1,6,13,17.86632,365,365,899,0,0,0,0,0,,,,,,0,0,.4426807,-.291664,-.516919
1,1,0,0,0,1,6.691667,0,0,300,266,266,0,0,0,,,,,,,,1,1,-.0120452,,
1,0,1,0,1,1,16.5625,17.1875,13.67735,365,365,899,0,0,0,0,1,,,,,,0,0,-.9698455,-1.196573,-.0900813
1,1,1,1,0,1,0,2,.8120133,365,365,899,1,0,0,0,0,,,,,,0,0,.9135048,-1.69053,-1.977024
1,1,0,0,0,1,11.46875,9.84375,11.01547,365,365,899,0,0,0,0,0,,,,,,0,0,-2.794932,.8394442,.455941
1,0,1,0,1,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,.74262,-1.396527,-1.73898
0,,0,0,0,1,17.8125,1.875,4.757891,365,365,899,0,1,.4,0,1,,,,,,0,0,-2.547229,-.0877686,1.09181
1,0,0,0,1,0,2.552448,5.5,3.857063,286,365,899,0,0,0,0,0,,,,,,0,0,.506532,,
0,,1,0,1,1,0,0,0,365,267,267,0,0,0,,,,,,,,1,1,1.301227,,
1,0,0,0,0,0,29,26.5,15.88259,365,365,609,28,1,2.4,0,,,,,,,0,1,-1.2052,-3.643428,
0,,1,0,1,1,7,5.5,6.69911,365,365,899,0,0,0,1,1,,,,,,0,0,-.3500808,2.191657,1.222854
0,,1,0,1,1,0,0,0,365,365,899,65,61,97.6,0,0,,,,,,0,0,1.667809,,
0,,0,0,0,1,14.9375,11.5775,9.523395,365,365,899,0,0,0,0,0,,,,,,0,0,-1.27224,,
0,,0,1,0,1,39,1,.4060067,365,365,899,0,0,0,0,,,,,,,0,0,-3.310198,-1.770579,
1,0,0,0,1,1,0,4.6875,5.594346,314,365,367,0,0,0,,,,,,,,1,1,1.096725,,
1,0,0,0,0,1,2.5,0,0,365,264,264,1,0,0,,,,,,,,1,1,-1.554557,,
1,1,1,1,0,1,2.5,3,1.21802,365,365,899,0,0,0,0,,,,,,,0,0,-1.301761,,
1,0,1,0,0,1,3.613861,4,5.48109,202,365,899,0,0,0,0,0,,,,,,0,0,.6356246,-1.031566,-1.433475
1,0,0,0,0,1,7,0,0,365,107,107,0,0,0,,,,,,,,1,1,-1.555091,,
1,1,0,1,0,1,7,9.0875,16.9457,365,365,899,0,0,0,0,0,,,,,,0,0,.1725914,.7588189,.6846651
1,1,0,0,1,1,.5,0,0,365,152,152,0,0,0,,,,,,,,1,1,.5290403,,
1,1,0,1,0,1,4.6875,8.90625,15.08569,365,365,899,0,0,0,0,0,,,,,,0,0,.3830119,-1.491575,-1.846805
1,1,0,0,0,1,24,2,2.43604,365,365,899,0,0,0,1,1,,,,,,0,0,-2.802961,2.67623,1.978255
0,,1,0,0,1,0,0,0,365,365,899,0,1,.4,0,0,,,,,,0,0,1.858522,-.0693379,-.2412618
1,1,0,0,0,0,1,20,9.811828,365,365,744,29,37,19.6,0,,,,,,,0,1,1.288536,-.009098,
1,0,1,0,1,1,18.3,12.1625,19.31069,365,365,899,0,0,0,1,1,,,,,,0,0,-1.28386,,
1,1,0,0,0,1,8.73875,10.85375,10.94086,365,365,899,0,0,0,0,1,,,,,,0,0,-.5734943,,
1,1,1,1,0,1,29.375,10.875,18.60018,365,365,899,0,0,0,0,0,,,,,,0,0,-.8601529,,
1,0,0,0,0,1,16.5,5.3125,7.815629,365,365,899,75,47,50.4,0,0,,,,,,0,0,-1.249018,-.2841769,-.4772732
0,,0,1,0,1,3,3,2.030033,365,365,899,0,0,0,0,1,,,,,,0,0,1.508655,1.163503,1.37554
1,1,0,0,0,1,6,1,20.09733,365,365,899,0,0,0,0,0,,,,,,0,0,-.4505309,.3534676,.040517
1,1,0,1,0,1,7.34375,5.90625,10.02329,365,365,899,0,0,0,1,1,,,,,,0,0,-.0198568,1.706878,.6924595
1,1,1,0,1,1,1.5,3,1.82703,365,365,899,0,0,0,0,1,,,,,,0,0,.053723,,
1,0,0,1,0,1,5.25,15.875,12.66233,365,365,899,0,0,0,0,0,,,,,,0,0,.9784459,.8008116,.8076649
1,1,0,0,1,1,6.5,5,4.777487,365,365,382,0,0,0,0,,,,,,,0,1,-.5861889,-3.847849,
0,,0,0,0,1,0,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,.0412058,-.6631153,-2.227659
1,1,0,0,0,1,0,0,0,365,326,326,57,46,18.4,,,,,,,,1,1,1.345892,,
1,1,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.172798,,
0,,1,1,0,1,13.59375,6.5625,12.94146,365,365,899,0,0,0,0,1,,,,,,0,0,-2.63392,-1.066161,-.1378822
0,,0,0,1,1,0,0,0,365,365,899,11,14,28.8,0,0,,,,,,0,0,-1.118137,,
1,1,0,1,0,1,11.625,10.6875,24.73951,365,365,899,0,0,.4,0,1,,,,,,0,0,-1.77854,1.245929,2.315709
0,,0,1,0,1,0,0,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,1.772445,.956691,.915801
1,1,0,1,0,1,8.90625,17.34375,45.5861,365,365,821,0,0,0,0,,,,,,,0,1,.2470759,1.193052,
0,,0,0,0,1,5.326555,24.74576,24.74576,209,59,59,1,0,0,,,,,,,,1,1,.0656738,,
1,0,0,1,0,1,4.8125,7.5,7.688751,365,365,899,0,0,0,0,0,,,,,,0,0,-.592613,-.3860626,-.4581958
0,,0,0,1,1,13.4125,8.11875,9.487868,365,365,899,0,0,0,0,1,,,,,,0,0,-1.148064,-1.351424,-.5176655
0,,0,0,1,1,8,1.5,.60901,365,365,899,0,0,0,0,0,,,,,,0,0,-1.293348,-1.462337,-1.964967
1,1,0,1,0,1,.9375,0,0,365,303,303,0,0,0,,,,,,,,1,1,.5640547,,
0,,0,0,0,1,4.09375,5.960685,5.960685,365,155,155,0,0,0,,,,,,,,1,1,-.7447535,,
1,1,0,0,1,0,2.625,2.625,2.740545,365,365,899,0,0,2.4,0,0,,,,,,0,0,.5078349,-.464416,-.8526868
0,,1,1,0,1,10.5,44,24.1574,365,365,899,0,0,0,0,0,,,,,,0,0,-.9998398,,
1,0,0,0,1,1,3,0,.4060067,365,365,899,0,0,0,1,1,,,,,,0,0,.5127111,,
1,1,0,0,0,1,10.78125,9.375,7.802941,365,365,899,0,0,0,0,0,,,,,,0,0,-.0323979,-.011743,-.0857074
1,1,1,1,0,1,30.9375,36.83125,14.95373,365,365,899,0,0,0,0,0,,,,,,0,0,-2.744494,,
1,0,1,1,0,1,0,0,.60901,365,365,899,0,0,0,0,0,,,,,,0,0,.9093705,,
1,0,1,1,0,1,6,0,0,365,365,899,0,0,0,,,,,,,,0,0,1.679509,,
1,1,1,0,1,1,2.4375,1.3125,1.091143,365,365,899,0,0,0,1,1,,,,,,0,0,.4909471,2.989969,2.088117
1,0,1,0,1,1,5,.875,2.299013,365,365,899,0,0,0,0,0,,,,,,0,0,.1774322,,
0,,1,1,0,1,14,11,11.16518,365,365,899,0,0,0,0,1,,,,,,0,0,.0553107,,
1,0,0,1,0,1,8,6,4.466074,365,365,899,0,0,0,0,0,,,,,,0,0,.2629709,.1894009,.1336357
1,1,0,1,0,0,60.005,0,0,365,221,221,0,0,0,,,,,,,,1,1,-5.591678,,
0,,0,1,0,0,0,3,2.842047,365,365,899,0,0,0,0,0,,,,,,0,0,3.009869,,
1,0,0,1,0,1,6,1,2.639043,365,365,899,0,0,0,0,0,,,,,,0,0,-.6401163,-.6999766,-.9525616
1,0,1,0,1,1,17.75,6.5,4.87208,365,365,899,0,0,0,0,0,,,,,,0,0,-.3008556,-.8942612,-1.147323
1,0,0,1,0,1,12.45375,6.165,2.503031,365,365,899,0,0,0,0,0,,,,,,0,0,-.2821163,,
1,1,0,1,0,1,8.125,16.9375,34.43444,365,365,899,0,0,0,0,1,,,,,,0,0,.0290227,-2.13829,-1.421431
0,,0,0,0,1,1,5,2.030033,365,365,899,0,0,0,1,1,,,,,,0,0,2.440197,3.498319,2.67599
1,0,0,1,0,1,.9375,0,0,365,152,152,0,0,0,,,,,,,,1,1,.0223014,,
1,0,1,0,1,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.142426,,
1,0,1,0,0,1,10.75,7.125,8.373888,365,365,899,0,0,0,0,0,,,,,,0,0,1.026464,,
0,,0,1,0,1,1.5,2.5,1.82703,365,365,899,0,0,0,0,1,,,,,,0,0,-.1602461,-1.497907,-.5375371
0,,0,1,0,1,3.5625,.9375,.3806313,365,365,899,0,0,0,0,0,,,,,,0,0,.2202081,-.1450978,-.3147116
0,,0,0,1,0,0,0,0,365,14,14,0,0,0,,,,,,,,1,1,.846223,,
1,1,1,1,0,0,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.256602,.2932259,.1716671
1,1,0,1,0,1,9.3375,9.1125,14.82939,365,365,899,0,0,0,0,0,,,,,,0,0,.0786446,1.161394,1.101526
1,0,0,0,1,1,14.5,5.4375,2.816671,365,365,899,0,0,0,,1,,,,,,0,0,-1.298663,,
0,,0,0,1,1,3.375,3,2.71517,365,365,899,0,0,0,0,0,,,,,,0,0,.1551449,1.313026,1.300279
1,0,1,1,0,1,0,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,2.950281,,
0,,0,0,1,0,4.625,9.522335,9.522335,365,333,333,0,0,0,,,,,,,,1,1,-.5910202,,
1,0,1,0,1,1,2.09375,.9375,1.725528,365,365,899,1,0,0,0,0,,,,,,0,0,.7177039,.511184,.3908414
0,,0,1,0,1,0,1,.4060067,365,365,899,130,108,81.6,0,0,,,,,,0,0,.6371865,-.1283001,-.3370161
0,,0,0,1,1,6.5,7,7.105117,365,365,899,0,0,0,0,0,,,,,,0,0,1.227673,-.0762477,-.2501975
0,,0,0,0,1,0,0,0,365,14,14,0,0,0,,,,,,,,1,1,-.7749549,,
0,,1,0,1,1,0,0,0,365,365,899,0,0,0,1,1,,,,,,0,0,1.759772,3.613199,2.745418
1,1,0,0,0,1,10,4,4.466074,365,365,899,60,53,33.2,0,0,,,,,,0,0,-.7169549,-1.440092,-1.826599
0,,1,0,1,1,7.5,4.5,4.060067,365,365,899,0,0,0,0,1,,,,,,0,0,.3491663,,
1,0,0,0,1,1,5.65625,1.125,3.93319,365,365,899,0,0,0,0,1,,,,,,0,0,-.6957105,,
0,,1,1,0,1,0,0,0,365,365,899,0,0,88,0,0,,,,,,0,0,3.224508,.2952783,.2621305
1,0,1,1,0,0,1,0,1.624027,365,365,899,0,0,0,0,0,,,,,,0,0,.5957903,1.339224,1.287738
1,1,1,0,1,1,5,1,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,.6400023,.4181626,.3063129
1,1,1,0,1,1,0,4,3.65406,365,365,899,0,0,0,0,0,,,,,,0,0,.8098033,-2.885878,-3.527645
1,1,0,0,0,1,11,10.625,10.45467,365,365,899,0,0,0,1,1,,,,,,0,0,-.0860632,2.266025,1.3024
0,,0,0,1,1,12,12.5,8.729143,365,365,899,0,0,0,0,1,,,,,,0,0,-1.595888,.2254765,1.421483
1,1,1,0,1,0,.625,1.3125,1.649402,365,365,899,0,0,0,0,0,,,,,,0,0,.584109,.714,.6091715
0,,1,0,0,0,0,0,0,365,0,0,0,0,0,,,,,,,,1,1,-.4262085,,
0,,0,0,0,1,.9375,.8,.6429234,365,365,809,1,0,0,,,,,,,,0,1,.2661866,,
0,,1,1,0,1,15,10.5,11.77419,365,365,899,0,0,0,1,1,,,,,,0,0,-1.595559,2.148027,1.177477
1,1,1,1,0,1,0,0,0,365,365,532,73,87,74,0,,,,,,,0,1,3.715661,,
1,0,0,0,1,1,10.035,10.8125,12.0787,365,365,899,0,0,0,0,0,,,,,,0,0,-.1481462,1.244866,1.64178
0,,1,0,0,1,2,0,0,365,364,364,0,0,0,,,,,,,,1,1,-.0163761,,
0,,1,0,0,1,1,0,0,365,365,899,0,0,0,0,0,,,,,,0,0,1.660764,.3743361,.2167035
0,,0,0,1,1,3,15,10.35317,365,365,899,0,0,0,0,0,,,,,,0,0,1.308135,-.4511511,-.6043317
1,0,0,0,1,0,4.032027,4.1875,5.607967,209,365,899,0,0,0,1,1,,,,,,0,0,-.7410884,2.125838,.9065682
1,0,0,0,0,1,2,0,0,365,303,303,0,0,0,,,,,,,,1,1,,,
1,0,0,0,1,0,9.7,9.3,12.9177,365,365,486,0,0,0,0,,,,,,,0,1,.0456271,,
1,0,0,0,1,1,16.3875,18.12993,18.12993,365,285,285,0,0,0,,,,,,,,1,1,-2.10344,,
0,,1,1,0,1,8.25,5.5125,8.81542,365,365,899,0,0,0,0,0,,,,,,0,0,.9625232,,
0,,1,0,0,1,13,11,5.278087,365,365,899,0,0,0,1,1,,,,,,0,0,.8533646,3.011689,2.066763
1,1,1,1,0,1,0,0,.4060067,365,365,899,44,59,53.2,0,0,,,,,,0,0,2.826541,.3917248,.3291584
1,1,1,0,1,1,7.5625,16.25,10.48005,365,365,899,0,0,.4,0,1,,,,,,0,0,-1.759181,-1.043209,.04453
1,1,0,0,1,0,2,1,.5006859,365,365,729,0,1,.4,1,,,,,,,0,1,1.347171,-.2373751,
1,1,0,1,0,0,8,4,3.65406,365,365,899,1,1,.4,0,0,,,,,,0,0,-.9933592,.7666143,.6255754
1,1,1,0,0,1,5.390296,2.5,3.65406,237,365,899,6,3,2,0,1,,,,,,0,0,-.5226861,-.2985202,.7886044
0,,0,1,0,1,0,3.75,5.788886,365,365,532,0,0,0,0,,,,,,,0,1,-.6725828,-.4731385,
1,1,0,0,0,1,7.46875,18.03375,30.31246,365,365,899,0,5,2.8,1,1,,,,,,0,0,-2.01387,2.087352,.9860629
1,0,0,0,1,1,2.5,0,0,365,365,899,0,0,.4,0,1,,,,,,0,0,.7371593,.0677176,1.120414
1,0,1,0,0,1,0,5,10.07404,111,365,899,0,0,0,0,0,,,,,,0,0,1.239459,,
1,1,0,0,1,1,20.5,49.375,21.4676,365,365,899,0,0,0,1,1,,,,,,0,0,-2.062761,1.328883,.5206439
0,,0,0,1,1,0,26,21.51835,365,365,899,0,0,0,0,0,,,,,,0,0,.7310235,,
1,1,1,1,0,1,0,0,0,365,365,899,0,0,0,,,,,,,,0,0,1.639007,,
0,,1,1,0,0,0,0,0,365,152,152,0,0,0,,,,,,,,1,1,3.718611,,
1,0,0,1,0,1,12,1,6.293103,365,365,899,0,0,0,0,0,,,,,,0,0,.8140513,,
1,1,0,1,0,1,4.625,9.375,14.36249,365,365,899,0,0,0,0,0,,,,,,0,0,-1.225645,-1.491845,-1.810249
0,,1,1,0,1,0,0,0,365,365,899,0,1,.4,0,0,,,,,,0,0,3.370979,-.2013569,-.3522161
1,0,1,0,1,1,0,3,6.496107,111,365,899,0,0,0,0,0,,,,,,0,0,2.052258,.3835422,.2473453
1,0,0,1,0,1,7.875,15.40625,13.29672,365,365,899,0,0,0,0,0,,,,,,0,0,.0105247,.5911201,.504793
1,0,0,1,0,1,8.55,12.5875,20.00296,365,365,760,0,0,0,0,,,,,,,0,1,.0921526,,
1,0,0,1,0,1,2,6.375,7.561874,365,365,899,0,0,0,1,1,,,,,,0,0,.2016347,1.472049,.5845844
1,1,0,1,0,1,16.125,9.17625,12.35326,365,365,899,0,0,0,0,0,,,,,,0,0,.4850005,-.5118417,-.6928455
0,,0,0,1,1,11.29375,11.33875,10.60794,365,365,899,0,0,0,0,0,,,,,,0,0,-2.835458,.065703,-.0933596
1,1,1,0,0,1,1,1,.8120133,365,365,899,0,0,0,0,0,,,,,,0,0,.6159394,1.140253,.9378564
1,1,1,0,0,1,7.866379,5.5,5.278087,116,365,899,0,0,0,0,0,,,,,,0,0,-.0582434,-1.378105,-1.833268
0,,1,1,0,1,16,3,3.248053,365,365,899,0,0,0,0,0,,,,,,0,0,-.3108743,.3168237,.2130136
1,1,0,0,0,1,10.95,11.3125,8.424639,365,365,899,0,0,0,0,1,,,,,,0,0,.6182917,.0717675,1.567417
0,,0,0,0,1,0,0,19.89433,350,365,899,0,0,0,0,0,,,,,,0,0,,.4919375,.1805323
